UID,SEG,translation,profanity
METALW-027977-0009,nada,nothing,None
METALW-027977-0010,¡Que tengas un buen día!,Have a nice day!,None
METALW-027978-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027978-0001,Necesito encontrar un restaurante italiano en Denver,I need to find an Italian restaurant in Denver,None
METALW-027978-0002,"Sí, hay un montón de resto italiano.","Yes, there's a lot of other Italians.",None
METALW-027978-0003,Encuéntrome uno que sirva Sándwiches de Almejas,Find me one that serves Clam Sandwiches,None
METALW-027978-0004,¿dónde en Denver para ser exactos?,Where in Denver to be exact?,None
METALW-027978-0005,El centro de Denver,Downtown Denver,None
METALW-027978-0006,"Bien, ¿cuál es tu orden otra vez?","Well, what's your order again?",None
METALW-027978-0007,Sándwiches de almeja con espaguetis,Clam sandwiches with spaghetti,None
METALW-027978-0008,bien observado es todo eso?,well observed is all that?,None
METALW-027978-0009,¿Cómo se llama el restaurante?,What's the name of the restaurant?,None
METALW-027978-0010,Itallianies,Itallianies,None
METALW-027979-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027979-0001,¡hola!,Hello!,None
METALW-027979-0002,Hola. ¿En qué puedo ayudarle hoy?,Hello. How can I help you today?,None
METALW-027979-0003,¿Puedes ayudarme a encontrar un mejor restaurante?,Can you help me find a better restaurant?,None
METALW-027979-0004,seguro. ¿Qué tipo de comida estás buscando?,sure. What kind of food are you looking for?,None
METALW-027979-0005,"Bueno, quiero una mejor pero barata auténtica cocina francesa","Well, I want a better but cheap authentic French cuisine",None
METALW-027979-0006,¿Qué tal La Cheepest Fuud en la calle 5?,How about La Cheepest Fuud on 5th Street?,None
METALW-027979-0007,más sugerencias?,more suggestions?,None
METALW-027979-0008,seguro. Tengo otro llamado DA FOOD IS BAD en la calle 10,sure. I have another one called DA FOOD IS BAD on 10th Street,None
METALW-027979-0009,Todavía necesito más sugerencias de ti,I still need more suggestions from you.,None
METALW-027979-0010,El último que he enumerado es QUE NADIE COME AQUÍ,The last one I've listed is THAT NO ONE EATS HERE,None
METALW-027979-0011,Creo que tengo que buscarlo yo mismo. Gracias de todos modos,I think I have to look for it myself. Thanks anyway,None
METALW-027979-0012,¡De nada!,You are welcome!,None
METALW-027980-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027980-0001,Necesito ayuda para encontrar algunos restaurantes en mi área.,I need help finding some restaurants in my area.,None
METALW-027980-0002,¿Tienes algún tipo de preferencia o adaptaciones que deba hacerse?,Do you have any kind of preference or accommodations that need to be made?,None
METALW-027980-0003,Necesito un lugar que no sirva nada con tomates.,I need a place that doesn't serve anything with tomatoes.,None
METALW-027980-0004,La comida asiática normalmente no tiene muchos tomates. Hay algunos buenos lugares chinos y tailandeses cerca de usted,Asian food usually doesn't have many tomatoes. There are some good Chinese and Thai places near you,None
METALW-027980-0005,¿Puedes decirme sus nombres?,Can you tell me their names?,None
METALW-027980-0006,"Está el Palacio de China el día 21, que es 2. A 1 km de usted Hunan Thai está en el 18 que es 3. A 1 km de ti","There's the Chinese Palace on the 21st, which is 2. 1 km from you Hunan Thai is on the 18th which is 3. 1 km from you",None
METALW-027980-0007,"Voy a echar un vistazo a sus menús, gracias!","I'm going to take a look at your menus, thank you!",None
METALW-027980-0008,¿Hay algo más?,Is there anything else?,None
METALW-027980-0009,Eso es todo.,That's all.,None
METALW-027980-0010,¡Que tengas un buen día!,Have a nice day!,None
METALW-027981-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027981-0001,¿Puedes ayudarme a encontrar un restaurante barato?,Can you help me find a cheap restaurant?,None
METALW-027981-0002,Sí,Yes,None
METALW-027981-0003,Me gustaría un restaurante francés. Algo auténtico.,I'd like a French restaurant. Something authentic.,None
METALW-027981-0004,hay restaurante joe's,there's joe's restaurant,None
METALW-027981-0005,Eso no suena francés.,That doesn't sound French.,None
METALW-027981-0006,es de hecho francés,it's actually French,None
METALW-027981-0007,"Bueno, no creo que quiera eso. ¿Hay algo más?","Well, I don't think he wants that. Is there anything else?",None
METALW-027981-0008,laboratorio de Magiano,Magiano lab,None
METALW-027981-0009,No quiero comer en un laboratorio. Pero gracias por intentarlo.,I don't want to eat in a lab. But thanks for trying.,None
METALW-027981-0010,Np,Np,None
METALW-027982-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027982-0001,"Oye, ¿puedes encontrarme un poco de 5 estrellas resto","Hey, can you find me a little 5 stars left",None
METALW-027982-0002,¿Dónde estás ubicado?,Where are you located?,None
METALW-027982-0003,Miami,Miami,None
METALW-027982-0004,"Hay un restaurante japonés llamado ""Zuma"".","There is a Japanese restaurant called ""Zuma"".",None
METALW-027982-0005,¿Sirven comidas gratis de tomate?,Do you serve free tomato meals?,None
METALW-027982-0006,Sólo sirven ramen.,They only serve ramen.,None
METALW-027982-0007,¿Ramen tiene tomates?,Does Ramen have tomatoes?,None
METALW-027982-0008,No.,No.,None
METALW-027982-0009,Bien,Not bad,None
METALW-027982-0010,¿Necesitas ayuda con otra cosa?,Do you need help with something else?,None
METALW-027983-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027983-0001,"Hola, necesito encontrar un restaurante en Detroit.","Hi, I need to find a restaurant in Detroit.",None
METALW-027983-0002,¿De qué tipo?,What kind?,None
METALW-027983-0003,"Una pizzería, pero no puede servir nada con tomates.","A pizzeria, but it can't serve anything with tomatoes.",None
METALW-027983-0004,Eso va a ser difícil. Siempre podrías pedir a un lugar de pizza que te haga algo sin tomates.,That's going to be hard. You could always ask a pizza spot to do something to you without tomatoes.,None
METALW-027983-0005,Soy mortalmente alérgica a ellos. Incluso la visión de los tomates hace que mi cara se hinche.,I'm mortally allergic to them. Even the sight of tomatoes makes my face swell.,None
METALW-027983-0006,"En ese caso, ¿tal vez algo más que una pizzería?","In that case, maybe more than just a pizzeria?",None
METALW-027983-0007,"Bueno, supongo que estoy siendo un poco poco realista. ¿Tienes alguna idea?","Well, I guess I'm being a little unrealistic. Do you have any ideas?",None
METALW-027983-0008,¿Qué tal un lugar de sushi?,How about a sushi place?,None
METALW-027983-0009,"Sí, eso podría funcionar.","Yes, that could work.",None
METALW-027983-0010,Maru Sushi es una buena,Maru Sushi is a good,None
METALW-027983-0011,"¡Ok, lo intentaré!","Okay, I'll try!",None
METALW-027984-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027984-0001,Estoy buscando restaurante para comer esta noche.,I'm looking for a restaurant to eat tonight.,None
METALW-027984-0002,¿Dónde quieres comer?,Where do you want to eat?,None
METALW-027984-0003,"Estoy buscando auténtica comida francesa, pero tiene que ser barata. ¿Tienes alguna idea?","I'm looking for real French food, but it has to be cheap. Do you have any ideas?",None
METALW-027984-0004,"Bien veo a Daniel con 5 estrellas, Balthazar con 4,5 estrellas, y Pierre con 3,5 estrellas","Well I see Daniel with 5 stars, Balthazar with 4.5 stars, and Pierre with 3.5 stars",None
METALW-027984-0005,"No, no me gusta ninguno de esos. ¿Alguna otra idea?","No, I don't like any of those. Any other ideas?",None
METALW-027984-0006,"Está Le Rivage con 4 estrellas, Le Chien con 3 estrellas, y Le Jeune Fille con 3 estrellas","There's Le Rivage with 4 stars, Le Chien with 3 stars, and Le Jeune Fille with 3 stars",None
METALW-027984-0007,"Oí que Le Chien es bueno, pero está demasiado lejos. Los otros dos no suenan geniales. ¿Hay algo cerca de state street?","I hear Le Chien is good, but he's too far away. The other two don't sound great. Is there anything near state street?",None
METALW-027984-0008,Veo jack *Jack's French Kitchen Tiene 4 estrellas y platos por debajo de $10,I see jack *Jack's French Kitchen It has 4 stars and dishes below $10,None
METALW-027984-0009,jack fue grosero con mi madre una vez. Supongo que haré una pizza congelada.,jack was rude to my mother once. I guess I'll make a frozen pizza.,None
METALW-027984-0010,Siento no haber podido ayudarte.,I'm sorry I couldn't help you.,None
METALW-027985-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027985-0001,hola necesito encontrar un restaurante,hello I need to find a restaurant,None
METALW-027985-0002,Puedo ayudarte con eso. ¿Qué tipo de restaurante estás buscando?,I can help you with that. What kind of restaurant are you looking for?,None
METALW-027985-0003,cocina francesa auténtica barata,cheap authentic French cuisine,None
METALW-027985-0004,"Déjame comprobarlo. Hay uno en Main Street, la Torre Eiffel. ¿Te interesaría eso?","Let me check it out. There's one on Main Street, the Eiffel Tower. Would you be interested in that?",None
METALW-027985-0005,"ha estado allí, ¿no le gustó, nada más?","you've been there, didn't you like it, anything else?",None
METALW-027985-0006,"Déjame mirar. Hay un lugar con buenas calificaciones en la calle Willow, Baguette.","Let me look. There's a good-rated place on Willow Street, Baguette.",None
METALW-027985-0007,"No, inténtelo de nuevo por favor","No, please try again.",None
METALW-027985-0008,Bien. ¿Qué hay del Centro Basco en oak street?,Not bad. What about the Basco Center on oak street?,None
METALW-027985-0009,"no oí cosas buenas, supongo que me rendiré","I didn't hear good things, I guess I'll give up",None
METALW-027985-0010,Siento no haber podido evitar más.,I'm sorry I couldn't help any more.,None
METALW-027986-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027986-0001,hola estoy buscando un restaurante francés auténtico barato cerca de mí.,Hello I'm looking for a cheap authentic French restaurant near me.,None
METALW-027986-0002,¿Qué tal pierre's en la calle 15?,How about pierre's on 15th Street?,None
METALW-027986-0003,No me gustó esa. ¿Uno diferente? Por favor,I didn't like that one. A different one? Please,None
METALW-027986-0004,¿Qué tal Jacque's Bistro?,How about Jacque's Bistro?,None
METALW-027986-0005,Mmmhm... ¿Puedo conseguir uno diferente? Me siento un poco quisquilloso hoy,Mmmhm... Can I get a different one? I feel a little fussy today,None
METALW-027986-0006,La elección del francés es otro cierre caro que veo,The choice of French is another expensive closure that I see,None
METALW-027986-0007,no por favor un intento más,not please one more attempt,None
METALW-027986-0008,¿Cocina nouvelle?,Nouvelle kitchen?,None
METALW-027986-0009,"¡Vale, gracias!",Ok thank you!,None
METALW-027986-0010,Eso es en la calle 8 cerca de la intersección por Madison están abiertos hasta las 10,That's on 8th Street near the intersection by Madison they're open until 10.,None
METALW-027987-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027987-0001,¿Puedes ayudarme con algo?,Can you help me with something?,None
METALW-027987-0002,"¡Claro, estoy aquí para ayudarte!","Sure, I'm here to help!",None
METALW-027987-0003,¿Puedes ayudarme a encontrar un restaurante barato?,Can you help me find a cheap restaurant?,None
METALW-027987-0004,"Claro, ¿qué tipo de restaurantes estás buscando en términos de estilo de cocina?","Sure, what kind of restaurants are you looking for in terms of cooking style?",None
METALW-027987-0005,Francés,French,None
METALW-027987-0006,"Ok, ¿desea establecer algún parámetro de búsqueda adicional, como el número de clasificaciones por estrellas?","Okay, do you want to set any additional search parameters, such as the number of ratings per star?",None
METALW-027987-0007,¿Qué quieres decir?,What do you mean?,None
METALW-027987-0008,o distancia de su ubicación actual?,or distance from your current location?,None
METALW-027987-0009,im bueno con ese,im good with that,None
METALW-027987-0010,Ok un momento por favor mientras realo su búsqueda [ . . . ],Ok a moment please while I enhance your search [ . . . ],None
METALW-027988-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027988-0001,Quiero encontrar y restaurante italiano en Denver un,I want to find and Italian restaurant in Denver a,None
METALW-027988-0002,Puedo ayudarle a encontrar un restaurante italiano altamente valorado en Denver. ¿Qué estarías ordenando?,I can help you find a highly valued Italian restaurant in Denver. What would you be ordering?,None
METALW-027988-0003,Monstruo de albóndigas y espaguetis voladores,Monster of meatballs and flying spaghetti,None
METALW-027988-0004,Déjame revisar mis anuncios. Espera un segundo.,Let me check my ads. Hold on a second.,None
METALW-027988-0005,Bien/ Esperaré,Okay/ I'll wait,None
METALW-027988-0006,Veo un restaurante que sirve ese plato llamado Merrio's.,I see a restaurant serving that dish called Merrio's.,None
METALW-027988-0007,Bien. ¿Cómo son las críticas?,Not bad. What are the reviews like?,None
METALW-027988-0008,tiene cinco estrellas. ¿Necesitas la dirección?,it has five stars. Do you need the address?,None
METALW-027988-0009,"Sí, por favor","Yes, please",None
METALW-027988-0010,"123 Monster St., Denver.","123 Monster St., Denver.",None
METALW-027988-0011,"De acuerdo, gracias","All right, thank you.",None
METALW-027989-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027989-0001,¿Puedes encontrarme un restaurante italiano en Denver?,Can you find me an Italian restaurant in Denver?,None
METALW-027989-0002,¿Qué vas a pedir allí?,What are you going to order there?,None
METALW-027989-0003,Sí,Yes,None
METALW-027989-0004,¿Qué tipo de comida italiana le interesará pedir?,What kind of Italian food will you be interested in ordering?,None
METALW-027989-0005,"Hamburguesas italianas con queso, perritos calientes italianos y Spagheti de Itsalian","Italian cheeseburgers, Italian hot dogs and Spagheti from Itsalian",None
METALW-027989-0006,"Panzano at 909 17th St, Denver, CO 80202 es un restaurante altamente valorado","Panzano at 909 17th St, Denver, CO 80202 is a highly valued restaurant",None
METALW-027989-0007,¿Puedo tener su número de teléfono también?,Can I have your phone number too?,None
METALW-027989-0008,Teléfono: (303) 296-3525,Phone: (303) 296-3525,None
METALW-027989-0009,Gracias,Thank you,None
METALW-027989-0010,Eres bienvenido,You're welcome,None
METALW-027990-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027990-0001,"Hola, necesito ayuda para encontrar un restaurante.","Hi, I need help finding a restaurant.",None
METALW-027990-0002,"Claro, ¿de qué tipo?","Sure, what kind?",None
METALW-027990-0003,Estoy buscando un lugar que no sirva nada con tomates. No hay tomates en ninguna parte. Odio los tomates.,I'm looking for a place that doesn't serve anything with tomatoes. There are no tomatoes anywhere. I hate tomatoes.,None
METALW-027990-0004,"Vaya, eso puede ser difícil. ¿Qué tal mariscos?","Wow, that can be hard. How about seafood?",None
METALW-027990-0005,"Me gustan los mariscos, ¿qué hay en la zona?","I like seafood, what's in the area?",None
METALW-027990-0006,¿Cuál es tu ubicación?,What's your location?,None
METALW-027990-0007,Estoy en Chicago.,I'm in Chicago.,None
METALW-027990-0008,Hay una langosta roja cerca.,There's a red lobster nearby.,None
METALW-027990-0009,¿Sirven algo con tomates? No puedo estar cerca de los tomates o me desmayaré.,Do you serve anything with tomatoes? I can't be near the tomatoes or I'll pass out.,None
METALW-027990-0010,"Pueden tener algunos platos con tomates, pero muy pocos.","They may have some dishes with tomatoes, but very few.",None
METALW-027991-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027991-0001,Tengo una petición extraña,I have a strange request,None
METALW-027991-0002,Bien. Haré todo lo posible.,Not bad. I'll do everything I can.,None
METALW-027991-0003,Estoy buscando un tipo específico de restaurante,I'm looking for a specific type of restaurant,None
METALW-027991-0004,Bien. ¿Tienes ganas de comer comida japonesa o italiana?,Not bad. Do you feel like eating Japanese or Italian food?,None
METALW-027991-0005,"Quiero algo saludable, pero no sirve tomates","I want something healthy, but it doesn't serve tomatoes",None
METALW-027991-0006,Bien. Déjame comprobarlo.,Not bad. Let me check it out.,None
METALW-027991-0007,japonés suena bien,Japanese sounds good,None
METALW-027991-0008,Tenemos un restaurante japonés al otro lado del estrés y no sirven alimentos con tomates.,We have a Japanese restaurant across the stress and they don't serve food with tomatoes.,None
METALW-027991-0009,¿Qué tan tarde están abiertos?,How late are they open?,None
METALW-027991-0010,calle* Están abiertas hasta las 23:00 horas,street* Open until 23:00 a.m.,None
METALW-027991-0011,gracias,Thank you,None
METALW-027992-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027992-0001,Necesito información,I need information,None
METALW-027992-0002,"Claro, ¿qué te gustaría saber?","Sure, what would you like to know?",None
METALW-027992-0003,Necesito restaurantes baratos en mi área.,I need cheap restaurants in my area.,None
METALW-027992-0004,"Bien, ¿estás buscando algún tipo de restaurante en particular?","Well, are you looking for some kind of restaurant in particular?",None
METALW-027992-0005,Uno que sirve auténtica cocina francesa.,One that serves authentic French cuisine.,None
METALW-027992-0006,"Bien, está la Granja Petit Le","Well, there's Petit Le Farm",None
METALW-027992-0007,Ese lugar no es bueno.,That place isn't good.,None
METALW-027992-0008,¿Qué tal Le Yummm,How about Le Yummm,None
METALW-027992-0009,La comida allí tampoco es genial. Gracias de todos modos.,The food there isn't great either. Thanks anyway.,None
METALW-027992-0010,Siento no haber podido ser más de ayuda,I'm sorry I couldn't be more helpful.,None
METALW-027993-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027993-0001,Estoy buscando un restaurante italiano muy agradable esta noche,I'm looking for a very nice Italian restaurant tonight,None
METALW-027993-0002,Muy bien cuántas mesas,All right how many tables,None
METALW-027993-0003,"sólo una mesa para 2, estoy sacando a alguien muy especial","just a table for 2, I'm taking out someone very special",None
METALW-027993-0004,"Muy bien, eso es bueno, ¿qué vas a pedir?","All right, that's good, what are you going to ask for?",None
METALW-027993-0005,probablemente alguna lasaña,probably some lasagna,None
METALW-027993-0006,Muy bien suena bien cualquier otro plato?,Does any other dish sound good?,None
METALW-027993-0007,tal vez algún alfredo,maybe some alfredo,None
METALW-027993-0008,"Muy bien, le recomiendo a Panzano","All right, I recommend Panzano",None
METALW-027993-0009,¿Es un restaurante de 5 estrellas?,Is this a 5-star restaurant?,None
METALW-027993-0010,Está lo suficientemente cerca,It's close enough,None
METALW-027993-0011,"ok, puedes enviar la dirección a mi teléfono","ok, you can send the address to my phone",None
METALW-027993-0012,"Muy bien, está hecho","All right, it's done",None
METALW-027993-0013,muchas gracias,Thanks a lot,None
METALW-027994-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027994-0001,"Hola, ¿puedes ayudarme con una recomendación de restaurante?","Hello, can you help me with a restaurant recommendation?",None
METALW-027994-0002,"Ok, seguro","Okay, sure.",None
METALW-027994-0003,Estoy buscando algo barato pero auténtica cocina francesa,I'm looking for something cheap but authentic French cuisine,None
METALW-027994-0004,¿En qué lugar?,Where?,None
METALW-027994-0005,Filadelfia,Philadelphia,None
METALW-027994-0006,Restaurante Bibou Cheapes,Bibou Cheapes Restaurant,None
METALW-027994-0007,"Hm, las críticas no son buenas para eso. ¿Algún otro?","Hm, criticism isn't good for that. Any other ones?",None
METALW-027994-0008,Bistrot La Minette ¿Cómo está?,Bistrot La Minette How are you?,None
METALW-027994-0009,"He estado allí, ¿no era bueno otra cosa?","I've been there, wasn't something good?",None
METALW-027994-0010,zinc,zinc,None
METALW-027995-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-027995-0001,Hola estoy buscando un restaurante. Quiero cocina francesa auténtica barata.,"Hi, I'm looking for a restaurant. I want cheap authentic French cuisine.",None
METALW-027995-0002,¿Qué tipo de restaurante puedo ayudarte a encontrar? ¿Hay algún restaurante en particular que estés buscando?,What kind of restaurant can I help you find? Is there a particular restaurant you're looking for?,None
METALW-027995-0003,"Sí, dije que quiero cocina francesa auténtica barata.","Yes, I said I want real cheap French cuisine.",None
METALW-027995-0004,El restaurante francés más barato sería Au France. ¿Cómo suena eso?,The cheapest French restaurant would be Au France. How does that sound?,None
METALW-027995-0005,"Suena bien, pero no quiero ese lugar que tienen una baja calificación de salud","Sounds good, but I don't want that place that has a low health rating",None
METALW-027995-0006,"También hay uno llamado Petit Paris, con una calificación de 4 estrellas. ¿Eso suena interesante?","There is also one called Petit Paris, with a 4-star rating. Does that sound interesting?",None
METALW-027995-0007,"No, eso suena demasiado elegante que necesito barato","No, that sounds too fancy that I need cheap",None
