UID,SEG,translation,profanity
METALW-003533-0006,¡Eso es mucho espacio para un gato! ¿Tu gato parece infeliz?,That's a lot of room for a cat! Does your cat look unhappy?,None
METALW-003533-0007,no se mueve mucho,doesn't move much,None
METALW-003533-0008,"Eso no es raro para un gato. A veces son bastante perezosos. A menos que tengas un problema de salud sobre él, probablemente esté bien","That's not uncommon for a cat. Sometimes they're pretty lazy. Unless you have a health problem about it, it's probably okay",None
METALW-003533-0009,muchas gracias por la información!,thank you very much for the information!,None
METALW-003533-0010,¡De nada!,You are welcome!,None
METALW-003534-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003534-0001,Necesito un consejo para mascotas,I need some pet advice.,None
METALW-003534-0002,¿Qué quieres saber?,What do you want to know?,None
METALW-003534-0003,I'm conseguir un gato mascota y quiero saber cuánto espacio se necesita en mi apartamento,I'm getting a pet cat and I want to know how much space is needed in my apartment,None
METALW-003534-0004,Unos 200 pies cuadrados deberían ser suficientes para un gato.,About 200 square feet should be enough for a cat.,None
METALW-003534-0005,"Bien, genial, debería ser bueno entonces","Well, great, it should be good then",None
METALW-003534-0006,¿Quieres saber algo más?,You want to know something else?,None
METALW-003534-0007,"Eso es todo, voy a conseguir a mi gato","That's it, I'm going to get my cat",None
METALW-003534-0008,"Bien, que tengas un buen día.","Well, have a nice day.",None
METALW-003534-0009,Tú también,You too,None
METALW-003534-0010,Puedo obtener información sobre los gatos en su aplicación más tarde si lo necesita.,I can get information about cats in your app later if you need it.,None
METALW-003535-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003535-0001,ayúdame con mascotas,help me with pets,None
METALW-003535-0002,seguro,sure,None
METALW-003535-0003,Tengo un apartamento y quiero conseguir un gato,I have an apartment and I want to get a cat,None
METALW-003535-0004,De acuerdo,I agree,None
METALW-003535-0005,¿Cuánto espacio necesito?,How much space do I need?,None
METALW-003535-0006,¿Qué clase de gato?,What kind of cat?,None
METALW-003535-0007,es un gato siameso,it's a Siamese cat,None
METALW-003535-0008,Probablemente unos 1200 pies cuadrados,Probably about 1200 square feet,None
METALW-003535-0009,¿Necesito una jaula para ello?,Do I need a cage for it?,None
METALW-003535-0010,no,No,None
METALW-003536-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003536-0001,Hola tengo un perro y necesito saber lo grande de un apartamento que necesito,Hello I have a dog and I need to know how big an apartment I need,None
METALW-003536-0002,Claro que puedo ayudar con eso. ¿Qué raza de perro tienes?,Of course I can help with that. What breed of dog do you have?,None
METALW-003536-0003,es un Yorkie,it's a Yorkie,None
METALW-003536-0004,The Yorkie es una raza que no requiere una gran sala de estar y debe ser adecuado para cualquier residencia estilo apartamento.,The Yorkie is a breed that does not require a large living room and should be suitable for any apartment style residence.,None
METALW-003536-0005,¿El perro tiene que ser capaz de salir?,Does the dog have to be able to get out?,None
METALW-003536-0006,Los propietarios de Yorkie sugieren que requieren una cantidad de ejercicio por encima del promedio.,Yorkie's owners suggest they require an above-average amount of exercise.,None
METALW-003536-0007,De acuerdo. Si tuviera un segundo Yorkie necesitaría más espacio?,I agree. If I had a second Yorkie would need more space?,None
METALW-003536-0008,Dos de ellos en el mismo apartamento generalmente se considerarían bien y no se requeriría más espacio. ¿Hay alguna otra información que pueda ayudar a proporcionar?,Two of them in the same apartment would generally be considered well and no more space would be required. Is there any other information I can help provide?,None
METALW-003536-0009,No. Gracias.,No. Thank you.,None
METALW-003536-0010,¡Que tengas un gran día!,Have a great day!,None
METALW-003537-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003537-0001,¿Cuánta comida debería comer mi perro en una semana?,How much food should my dog eat in a week?,None
METALW-003537-0002,¿Qué clase de perro tienes?,What kind of dog do you have?,None
METALW-003537-0003,Es un perro,It's a dog,None
METALW-003537-0004,¿Cuál es su peso?,What's your weight?,None
METALW-003537-0005,Entre 50 y 60 libras,Between 50 and 60 pounds,None
METALW-003537-0006,¿Dirías que es un peso saludable?,Would you say it's a healthy weight?,None
METALW-003537-0007,"Sí, no es obeso","Yes, he's not obese.",None
METALW-003537-0008,Un perro de 50 - 60 libras debe comer alrededor de 5 - 8 libras de comida por semana.,A dog of 50 - 60 pounds should eat about 5 - 8 pounds of food per week.,None
METALW-003537-0009,Voy a una bolsa de 25 libras cada dos semanas Aunque un Tal vez 2 y 1/2,I go to a 25-pound bag every two weeks though a Maybe 2 and 1/2,None
METALW-003537-0010,"Si usted cree que su perro está en un peso saludable, entonces no hay nada de qué preocuparse, la alimentación puede variar mucho de un perro a otro, al igual que las personas.","If you think your dog is at a healthy weight, then there's nothing to worry about, eating can vary greatly from dog to dog, just like people.",None
METALW-003538-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003538-0001,"hola, me gustaría saber cuánto espacio necesito para un gato mascota","hello, I'd like to know how much space I need for a pet cat",None
METALW-003538-0002,¿Qué clase de gato es?,What kind of cat is he?,None
METALW-003538-0003,mi gato es un tabby,my cat is a tabby,None
METALW-003538-0004,"Ok, ¿tienes torres de gatos?","Okay, you got any cat towers?",None
METALW-003538-0005,"Sí, tengo dos de ellos.","Yes, I have two of them.",None
METALW-003538-0006,"Ok, ¿cuántos años tiene el gato?","Okay, how old is the cat?",None
METALW-003538-0007,tiene 5 años,he's 5 years old,None
METALW-003538-0008,"Ok, creo que al menos un apartamento de dos habitaciones es necesario.","Okay, I think at least one two-bedroom apartment is necessary.",None
METALW-003538-0009,¿Cuántos pies cuadrados es eso?,How many square feet is that?,None
METALW-003538-0010,Al menos 1000.,At least 1000.,None
METALW-003538-0011,"Ok, gracias por tu ayuda","Okay, thanks for your help.",None
METALW-003538-0012,¡seguro!,sure!,None
METALW-003539-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003539-0001,Necesito consejos para mascotas,I need pet tips,None
METALW-003539-0002,"genial, ur'e en el bot correcto para que","great, ur'e in the right bot so that",None
METALW-003539-0003,¿Cuánto debo alimentar a mi perro a la semana?,How much should I feed my dog a week?,None
METALW-003539-0004,"bueno, usted puede alimentar a su perro 3 veces al día al igual que un humano","well, you can feed your dog 3 times a day just like a human",None
METALW-003539-0005,¿Cuánta comida en peso?,How much food by weight?,None
METALW-003539-0006,probablemente alrededor de 5grams por comida,probably about 5grams per meal,None
METALW-003539-0007,Gracias,Thank you,None
METALW-003539-0008,"bienvenido, ¿algo más?","welcome, anything else?",None
METALW-003539-0009,Es todo,That's all,None
METALW-003539-0010,Bien... Adiós,Not bad... Good bye,None
METALW-003540-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003540-0001,Oí que le das consejos a las mascotas.,I hear you give advice to pets.,None
METALW-003540-0002,"De hecho, lo hago. ¿Qué clase de mascota tienes?","As a matter of fact, I do. What kind of pet do you have?",None
METALW-003540-0003,Tengo un gatito de 3 meses,I have a 3-month-old kitten,None
METALW-003540-0004,Bien. ¿Qué tipo de ayuda necesitas con tu gatito?,Not bad. What kind of help do you need with your kitten?,None
METALW-003540-0005,"Bueno, en realidad se trata de mi perro. ¿Cuánta comida para perros pasaría en una semana por ella?","Well, it's actually about my dog. How much dog food would you spend in a week for her?",None
METALW-003540-0006,¿Qué clase de perro tienes?,What kind of dog do you have?,None
METALW-003540-0007,Sólo un caniche,Just a poodle,None
METALW-003540-0008,En ese caso diría que sólo necesitas unas diez libras de comida para perros a la semana.,In that case I'd say you only need about ten pounds of dog food a week.,None
METALW-003540-0009,"De acuerdo, gracias. Puedo presupuestar para eso ahora.","All right, thank you. I can budget for that now.",None
METALW-003540-0010,Me alegro. Espero que tú y tu perro estén bien.,I'm glad. I hope you and your dog are okay.,None
METALW-003541-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003541-0001,"Oye, quiero información sobre vivir en un apartamento con un gato.","Hey, I want information about living in an apartment with a cat.",None
METALW-003541-0002,"Claro, ¿qué tipo de información estás buscando?","Sure, what kind of information are you looking for?",None
METALW-003541-0003,Me preocupa que no tenga suficiente espacio. ¿Cuánto espacio requiere un gato?,I'm worried I don't have enough space. How much space does a cat require?,None
METALW-003541-0004,Una casa grande no es una necesidad. Permitir que los gatos tenga suficiente espacio para pasear libremente y relajarse es lo suficientemente generalmente como para mantener a un gato sano y satisfecho.,A big house is not a necessity. Allowing cats enough space to walk freely and relax is generally enough to keep a cat healthy and satisfied.,None
METALW-003541-0005,Genial. ¿Tiene una estimación de la superficie cuadrada mínima?,That's great. Do you have an estimate of the minimum square footage?,None
METALW-003541-0006,Se recomiendan al menos quinientos pies cuadrados por gato,At least five hundred square feet per cat are recommended,None
METALW-003541-0007,"Está bien, es bueno saberlo. gracias.","All right, it's good to know. Thank you.",None
METALW-003541-0008,seguro. ¿Hay alguna otra información sobre gatos que necesites?,sure. Is there any other cat information you need?,None
METALW-003541-0009,"No, creo que eso es todo.","No, I think that's it.",None
METALW-003541-0010,Gracias y espero haber sido de ayuda.,Thank you and I hope I've been of help.,None
METALW-003542-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003542-0001,"Hola, ¿podría darme información sobre mascotas?","Hello, could you give me pet information?",None
METALW-003542-0002,"Claro, ¿qué tipo de información necesitas?","Sure, what kind of information do you need?",None
METALW-003542-0003,¿Cuánto espacio necesito para un gato mascota?,How much space do I need for a pet cat?,None
METALW-003542-0004,"Un gato no necesita mucho espacio, lo suficiente para correr un poco y trepar.","A cat doesn't need much space, enough to run a little and climb.",None
METALW-003542-0005,¿Cuántos pies cuadrados esitimate?,How many square feet do you get ready?,None
METALW-003542-0006,Una buena regla general es 500 pies cuadrados por cada gato en su espacio vital.,A good rule of rule is 500 square feet for each cat in its living space.,None
METALW-003542-0007,"Impresionante, ¿es suficiente espacio para una bandeja higiénica también?","Impressive, is enough room for a litaway tray too?",None
METALW-003542-0008,"Sí, debería ser suficiente espacio.","Yes, there should be enough room.",None
METALW-003542-0009,¿Qué tal un área de juego para mi gato?,How about a play area for my cat?,None
METALW-003542-0010,Puede obtener un área de juego que se extiende verticalmente para ahorrar espacio,You can get a play area that extends vertically to save space,None
METALW-003542-0011,"Perfecto, esa es toda la información que necesito, gracias.","That's all the information I need, thank you.",None
METALW-003543-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003543-0001,¿Puedes decirme lo grande que mi apartamento necesita ser para un gato mascota?,Can you tell me how big my apartment needs to be for a pet cat?,None
METALW-003543-0002,Tu apartamento debe ser de 10 pies para un gato mascota.,Your apartment must be 10 feet for a pet cat.,None
METALW-003543-0003,¿10 pies de altura?,10 feet high?,None
METALW-003543-0004,10 pies cuadrados.,10 square feet.,None
METALW-003543-0005,no brome es. ¿Para poder mantener a un gato en una celda de prisión?,don't joke. So I can keep a cat in a prison cell?,None
METALW-003543-0006,"Si tú también quieres, puedes.","If you want too, you can.",None
METALW-003543-0007,¿2 gatos caben en un 10x10?,2 cats fit in a 10x10?,None
METALW-003543-0008,"Sí, 2 gatos caben en un espacio de 10x10.","Yes, 2 cats fit in a space of 10x10.",None
METALW-003543-0009,¿Podrías poner una plétora de gatos en un 10x10?,Could you put a pletletle of cats in a 10x10?,None
METALW-003543-0010,"Sí, una plétora de gatos podría llenar un espacio de 10x10.","Yes, a pletlettive of cats could fill a space of 10x10.",None
METALW-003543-0011,Bien. Es hora de ir de compras. Gracias.,Not bad. It's time to go shopping. Thank you.,None
METALW-003543-0012,De nada.,You are welcome.,None
METALW-003544-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003544-0001,¿Ofrecen consejos?,Do you offer advice?,None
METALW-003544-0002,Ofrezco consejos sobre mascotas.,I offer pet tips.,None
METALW-003544-0003,Tengo una pregunta sobre mi mascota,I have a question about my pet,None
METALW-003544-0004,¿Cuál es tu pregunta?,What's your question?,None
METALW-003544-0005,Tengo un cachorro nuevo y no sé qué hacer,I have a new puppy and I don't know what to do,None
METALW-003544-0006,¿Qué le pasa a tu cachorro?,What's wrong with your puppy?,None
METALW-003544-0007,"nada malo, pero soy muy nuevo en el cuidado de perros","nothing bad, but I'm very new to dog care",None
METALW-003544-0008,¿Puedes ser más específico?,Can you be more specific?,None
METALW-003544-0009,No sé con qué frecuencia alimentar a mi perro,I don't know how often to feed my dog,None
METALW-003544-0010,Alimenta a tu perro dos veces al día.,Feed your dog twice a day.,None
METALW-003544-0011,¿Es suficiente?,That's enough?,None
METALW-003544-0012,Dos veces al día es suficiente. Te hace dar suficiente comida por porción.,Twice a day is enough. It makes you give enough food per serving.,None
METALW-003544-0013,¿Qué tipo de comida es mejor?,What kind of food is best?,None
METALW-003544-0014,¿Qué clase de perro tienes?,What kind of dog do you have?,None
METALW-003544-0015,uno pequeño,a small one,None
METALW-003544-0016,¿Y la raza de tu perro pequeño es?,And your little dog's breed is?,None
METALW-003544-0017,"Sí, un sabueso","Yes, a hound",None
METALW-003544-0018,Te sugiero que vayas a una tienda de mascotas y comida para perros allí.,I suggest you go to a pet shop and dog food there.,None
METALW-003544-0019,¿Debo comprar latas o bolsas?,Should I buy cans or bags?,None
METALW-003544-0020,Las bolsas son preferibles.,Bags are preferable.,None
METALW-003544-0021,gracias,Thank you,None
METALW-003545-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003545-0001,Necesito un consejo.,I need some advice.,None
METALW-003545-0002,Sería un placer ayudar,It would be a pleasure to help,None
METALW-003545-0003,Tengo un San Bernardo. ¿Cuánta comida para perros debo pasar en una semana?,I have a St. Bernard. How much dog food should I spend in a week?,None
METALW-003545-0004,¿Tienes un San Bernardo adulto o es un cachorro?,Do you have an adult St. Bernard or is he a puppy?,None
METALW-003545-0005,Es un perro mayor.,He's an older dog.,None
METALW-003545-0006,Debe estar comiendo aproximadamente 8 a 8.5 libras de alimentos por semana,You should be eating about 8 to 8.5 pounds of food per week,None
METALW-003545-0007,¡uau! Lo he estado sobrealimentando. No me extraña que esté engordando.,wow! I've been overfeeding him. No wonder he's getting fat.,None
METALW-003545-0008,Es muy fácil de sobrealimentar. También puedes incorporar verduras en su dieta,It's very easy to supercharge. You can also incorporate vegetables into your diet,None
METALW-003545-0009,Es una buena sugerencia.,That's a good suggestion.,None
METALW-003545-0010,¿Puedo ayudar con otra cosa?,Can I help with something else?,None
METALW-003545-0011,"No, gracias.",No thanks.,None
METALW-003546-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003546-0001,Tengo preocupaciones,I have concerns,None
METALW-003546-0002,¿Sobre qué?,About what?,None
METALW-003546-0003,Necesito comprobar cuánta comida debo darle a mi mascota,I need to check how much food I should give my pet,None
METALW-003546-0004,¿Qué clase de mascota es?,What kind of pet is it?,None
METALW-003546-0005,Es un corgi,It's a corgi,None
METALW-003546-0006,¿Cuál es la edad y el peso?,What is age and weight?,None
METALW-003546-0007,alrededor de 40Kg y 7months,about 40kg and 7months,None
METALW-003546-0008,Una taza de comida dos veces al día,A cup of food twice a day,None
METALW-003546-0009,Parece que tiene razón Gracias,Looks like you're right Thank you.,None
METALW-003546-0010,Usted es muy bienvenido,You are very welcome,None
METALW-003547-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003547-0001,Tengo una pregunta sobre mi gato,I have a question about my cat,None
METALW-003547-0002,"Bien, ¿cuál es tu pregunta?","Well, what's your question?",None
METALW-003547-0003,¿Cuánto espacio necesito en mi apartamento para un gato?,How much space do I need in my apartment for a cat?,None
METALW-003547-0004,Necesitas unos 500 pies de espacio.,You need about 500 feet of space.,None
METALW-003547-0005,Gracias,Thank you,None
METALW-003547-0006,¿Tienes alguna otra pregunta?,Do you have any other questions?,None
METALW-003547-0007,"No, eso fue todo gracias","No, that was all thanks.",None
METALW-003547-0008,¡De nada!,You are welcome!,None
METALW-003547-0009,Que tengas un gran día,Have a great day,None
METALW-003547-0010,¡Tú también!,You too!,None
METALW-003548-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003548-0001,"Acabo de comprar un gato, ¿cuánto espacio necesito en mi apartamento para ella?","I just bought a cat, how much space do I need in my apartment for her?",None
METALW-003548-0002,Si es un gato común sólo necesitará unos 200 pies cuadrados,If it's an ordinary cat you'll only need about 200 square feet,None
METALW-003548-0003,No está nada mal. ¿Cuántas cajas de basura necesitará?,Not bad at all. How many garbage boxes will you need?,None
METALW-003548-0004,Sólo una pequeña caja y una bolsa de basura de gatitos,Just a little box and a bag of kitten trash,None
METALW-003548-0005,¡Bien! ¿Una caja será adecuada si decido comprar otro gato?,Not bad! Will a box be suitable if I decide to buy another cat?,None
METALW-003548-0006,"Cuantos más gatos adoptes, más cajas de basura necesitarás","The more cats you adopt, the more garbage boxes you'll need",None
METALW-003548-0007,Probablemente sea verdad. ¡Supongo que me quedaré con el de ahora! gracias,It's probably true. I guess I'll keep the one now! Thank you,None
METALW-003548-0008,Bien.. Sólo recuerda darle mucho amor,Not bad.. Just remember to give him a lot of love,None
METALW-003548-0009,"Oh, ciertamente lo haré.","Oh, I certainly will.",None
METALW-003548-0010,¡Buena suerte!,Good luck!,None
METALW-003548-0011,gracias,Thank you,None
METALW-003549-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003549-0001,Necesito un consejo para mascotas tan pronto como sea posible.,I need some pet advice as soon as possible.,None
METALW-003549-0002,"Ciertamente, puedo ayudar con toda su pregunta relacionada con su mascota!","Certainly, I can help with all your pet-related question!",None
METALW-003549-0003,¡Bien! Quiero saber cuánto alimentar a mi perro cada semana.,Not bad! I want to know how much to feed my dog every week.,None
METALW-003549-0004,"Bien, ¿qué clase de perro tienes","Well, what kind of dog do you have",None
METALW-003549-0005,Tengo un pug llamado Bug.,I got a pug named Bug.,None
METALW-003549-0006,"Bien, Pugs necesitará hasta 2 libras de comida semanalmente","Well, Pugs will need up to 2 pounds of food a week",None
METALW-003549-0007,¡Muy bien! Ya lo he estado alimentando correctamente.,Very well! I've already been feeding him properly.,None
METALW-003549-0008,¡Eso es ciertamente genial de escuchar! ¿Puedo ayudarte con cualquier otra cosa hoy?,That's certainly great to hear! Can I help you with anything else today?,None
METALW-003549-0009,Muchas gracias por la información. Eso fue todo para mí hoy.,Thank you very much for the information. That was it for me today.,None
METALW-003549-0010,¡No hay problema!,No problem!,None
METALW-003549-0011,"¡Que tengas un gran día! Por favor, termine la sesión.",Have a great day! Please end the session.,None
METALW-003550-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003550-0001,¡hola!,Hello!,None
METALW-003550-0002,Hola,Hello,None
METALW-003550-0003,¿Puedes darme un consejo para mi mascota?,Can you give me some advice for my pet?,None
METALW-003550-0004,"Sí, ¿qué necesitas con tu mascota?","Yes, what do you need with your pet?",None
METALW-003550-0005,Me pregunto cuánto espacio necesito para mi nuevo gato?,I wonder how much space I need for my new cat?,None
METALW-003550-0006,un gato ocupa unos 7x7 pies,a cat occupies about 7x7 feet,None
METALW-003550-0007,Bien,Not bad,None
METALW-003550-0008,¿Quieres comprar una jaula para gatos?,You want to buy a cat cage?,None
METALW-003550-0009,¿Estaría bien que mi gato tuviera uno?,Would it be nice if my cat had one?,None
METALW-003550-0010,será bueno para llevar al aire libre,will be good to take outdoors,None
METALW-003551-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003551-0001,¿Puedes ayudarme con mi perro?,Can you help me with my dog?,None
METALW-003551-0002,¿Qué te gustaría hacer?,What would you like to do?,None
METALW-003551-0003,¿Cómo te importa un perro?,How do you care about a dog?,None
METALW-003551-0004,¿Qué clase de cuidado?,What kind of care?,None
METALW-003551-0005,¿víveres? ¿baño? ¿Agua? ¿caminar?,food? bath? water? walk?,None
METALW-003551-0006,A los perros les gusta la comida para perros,Dogs like dog food,None
METALW-003551-0007,bueno saber - ¿de qué tipo,good to know -- what kind,None
METALW-003551-0008,Su tienda local tiene todo tipo de,Your local store has all sorts of,None
METALW-003551-0009,¿qué tal las golosinas,How about the treats,None
METALW-003551-0010,Las golosinas para perros también deben estar en su tienda local,Dog treats must also be in your local store,None
METALW-003551-0011,perros pueden comer palomitas de maíz,dogs can eat popcorn,None
METALW-003551-0012,Las palomitas de maíz no son un regalo ideal para perros,Popcorn is not an ideal gift for dogs,None
METALW-003551-0013,perros pueden comer plátanos,dogs can eat bananas,None
METALW-003551-0014,Los plátanos tampoco son un regalo ideal que tienen golosinas para perros en la tienda,Bananas are also not an ideal gift that have dog treats in store,None
METALW-003551-0015,can perros comer snickers,can dogs eat snickers,None
METALW-003551-0016,Ningún chocolate dañará al perro,No chocolate will harm the dog,None
METALW-003551-0017,¿Pueden los perros tomar baños,Can dogs take baths,None
METALW-003551-0018,"Sí, pueden, pero tendrás que mantenerlos quietos","Yes, they can, but you'll have to keep them still.",None
METALW-003551-0019,¿qué tal duchas qué tal duchas,how about showers how about showers,None
METALW-003551-0020,Los baños para perros deben estar bien,Dog baths should be fine,None
METALW-003552-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-003552-0001,ayúdame con consejos para mascotas,help me with pet tips,None
METALW-003552-0002,Estoy aquí para ayudar.,I'm here to help.,None
METALW-003552-0003,¿Cuánto espacio necesito en mi apartamento para un gato?,How much space do I need in my apartment for a cat?,None
METALW-003552-0004,¿Qué raza de gato?,What breed of cat?,None
METALW-003552-0005,sólo raza salvaje estándar,only standard wild race,None
