UID,SEG,translation,profanity
METALW-005256-0001,Soy nuevo en la industria empresarial puede ayudar en cómo hacer contratos,I'm new to the business industry can help in how to make contracts,None
METALW-005256-0002,"Sí, seguro que dame un segundo","Yes, I'm sure I'll give you a second.",None
METALW-005256-0003,Bien,Not bad,None
METALW-005256-0004,¿Se hará usted tiene un nuevo contrato de negocios,Will you have a new business contract,None
METALW-005256-0005,gracias.,Thank you.,None
METALW-005256-0006,¿Algo más?,Anything else?,None
METALW-005256-0007,¿Cuánto tiempo es bueno este contrato para,How long is this contract good for,None
METALW-005256-0008,6 días laborables cualquier otra cosa ?,6 working days anything else ?,None
METALW-005256-0009,Suena bien. gracias,Sounds good. Thank you,None
METALW-005256-0010,Bueno adiós,Ok bye,None
METALW-005257-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005257-0001,Necesito ayudar con mis contactos,I need to help with my contacts,None
METALW-005257-0002,¿Qué ayuda necesitas?,What help do you need?,None
METALW-005257-0003,Necesito cambiar el nombre de un contacto. ¿Puedes hacer eso?,I need to change a contact's name. Can you do that?,None
METALW-005257-0004,"Sí, ¿qué contacto le gustaría cambiar?","Yes, which contact would you like to change?",None
METALW-005257-0005,¿Puedes cambiar a Jane Smith por Jane Connor?,Can you trade Jane Smith for Jane Connor?,None
METALW-005257-0006,"Sí, he hecho ese cambio, cualquier otra cosa que necesite ?","Yes, I've made that change, anything else I need?",None
METALW-005257-0007,¿Hay un número de teléfono de trabajo asociado a ese contacto?,Is there a work phone number associated with that contact?,None
METALW-005257-0008,872 345 6789,872 345 6789,None
METALW-005257-0009,"Ok, eso es genial. gracias","Okay, that's great. Thank you",None
METALW-005257-0010,bienvenido,welcome,None
METALW-005258-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005258-0001,Necesito ayuda con un contacto.,I need help with a contact.,None
METALW-005258-0002,¿Qué puedo hacer?,What can I do?,None
METALW-005258-0003,Quiero añadir una dirección de correo electrónico,I want to add an email address,None
METALW-005258-0004,¿A qué contacto?,What contact?,None
METALW-005258-0005,Sally Susie,Sally Susie,None
METALW-005258-0006,Veo que ya tienes una dirección de correo electrónico para ese contacto. ¿Desea borrar la dirección de correo electrónico actual y reemplazar con la nueva dirección o desea crear un nuevo contacto,I see you already have an email address for that contact. Do you want to delete the current email address and replace it with the new address or do you want to create a new contact,None
METALW-005258-0007,Me gustaría borrar la dirección actual.,I'd like to delete the current address.,None
METALW-005258-0008,¿Cuál es el nuevo correo electrónico?,What is the new email?,None
METALW-005258-0009,El nuevo correo electrónico es Susie@Gmail.com,The new email is Susie@Gmail.com,None
METALW-005258-0010,Sally Susie dirección de correo electrónico se ha actualizado a : Susie@Gmail.com. ¿Hay algo más?,Sally Susie email address has been updated to : Susie@Gmail.com. Is there anything else?,None
METALW-005258-0011,"No, gracias",No thanks,None
METALW-005259-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005259-0001,Necesito gestionar mis contactos,I need to manage my contacts,None
METALW-005259-0002,Bien,Not bad,None
METALW-005259-0003,Quiero borrar un cierto contacto de mi libreta de direcciones,I want to delete a certain contact from my address book,None
METALW-005259-0004,¿Qué nombre?,What name?,None
METALW-005259-0005,Phyliss Jones,Phyliss Jones,None
METALW-005259-0006,Déjame comprobarlo.,Let me check it out.,None
METALW-005259-0007,De acuerdo,I agree,None
METALW-005259-0008,¿De verdad quieres detear a Phyliss Jones de tu contacto?,Do you really want to tell Phyliss Jones about your contact?,None
METALW-005259-0009,Sí,Yes,None
METALW-005259-0010,"bien, eliminando","well, eliminating",None
METALW-005259-0011,gracias,Thank you,None
METALW-005260-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005260-0001,¿Puedes ayudarme con mis contactos?,Can you help me with my contacts?,None
METALW-005260-0002,Claro,Of course,None
METALW-005260-0003,Quiero borrar un contacto. Tipo espeluznante que bolsas de comestibles me está acechando,I want to delete a contact. Creepy guy who bags of groceries is stalking me,None
METALW-005260-0004,¿Cuál es el nombre del contacto?,What is the contact's name?,None
METALW-005260-0005,Pimple Dan,Pimple Dan,None
METALW-005260-0006,¿Eres 100% positivo que quieres eliminarlo?,Are you 100% positive that you want to eliminate it?,None
METALW-005260-0007,Sí,Yes,None
METALW-005260-0008,"¿estás seguro, porque será un cambio permanente","are you sure, because it will be a permanent change",None
METALW-005260-0009,Estoy seguro de que quiero que Pimple Dan sea borrado,I'm sure I want Pimple Dan erased.,None
METALW-005260-0010,"Ok, lo he hecho por ti.","Okay, I did it for you.",None
METALW-005261-0000,"Hola, ¿en qué puedo ayudarle? ¿Te puedo ayudar?","Hi, how can I help you? Can I help you?",None
METALW-005261-0001,Necesito ayuda para gestionar mis contactos,I need help managing my contacts,None
METALW-005261-0002,Puedo ayudar con eso.,I can help with that.,None
METALW-005261-0003,¿Ves a Joe Smith?,See Joe Smith?,None
METALW-005261-0004,Sí veo ese nombre de contacto,I do see that contact name.,None
METALW-005261-0005,Quiero añadirle una segunda dirección de correo electrónico,I want to add a second email address,None
METALW-005261-0006,Actualmente solo apoyamos una dirección de correo electrónico para cada contacto. Puede borrar el correo electrónico actual de los contactos o crear un nuevo contacto para ese correo electrónico,Currently we only support one email address for each contact. You can delete the current email from contacts or create a new contact for that email,None
METALW-005261-0007,Lo olvidaré entonces.,I'll forget it then.,None
METALW-005261-0008,De acuerdo. ¿Puedo hacer algo más por ti?,I agree. Is there anything else I can do for you?,None
METALW-005261-0009,"No, eso es todo gracias","No, that's all thanks.",None
METALW-005261-0010,Gracias por usar nuestro servicio,Thank you for using our service,None
METALW-005262-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005262-0001,ayudar con los contactos,help with contacts,None
METALW-005262-0002,seguro. ¿Con qué puedo ayudarte?,sure. What can I do for you?,None
METALW-005262-0003,Quiero borrar a David de mis contactos,I want to erase David from my contacts,None
METALW-005262-0004,Veo a dos Davids en tus contactos. ¿Te gustaría borrar a David Smith o David Miller?,I see two Davids in your contacts. Would you like to erase David Smith or David Miller?,None
METALW-005262-0005,herrero,blacksmith,None
METALW-005262-0006,"Bien, puedo borrar a David Smith por ti. ¿Estás seguro de que quieres borrar a David Smith?","Well, I can erase David Smith for you. Are you sure you want to erase David Smith?",None
METALW-005262-0007,Sí. enviar a la basura *enviarlo,Yes. send it to the trash *send it,None
METALW-005262-0008,El contacto para David Smith ha sido enviado a la basura.,The contact for David Smith has been sent to the trash.,None
METALW-005262-0009,¡gracias!,Thank you!,None
METALW-005262-0010,De nada.,You are welcome.,None
METALW-005263-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005263-0001,"Sí, ¿puedes?","Yes, can you?",None
METALW-005263-0002,Estoy aquí para ayudar.,I'm here to help.,None
METALW-005263-0003,¿Puedes gestionar mis contactos?,Can you manage my contacts?,None
METALW-005263-0004,"Soy un bot diseñado para gestionar contactos. Sí, puedo ayudarte a gestionar tus contactos.","I'm a bot designed to manage contacts. Yes, I can help you manage your contacts.",None
METALW-005263-0005,"por favor, administre tantos detalles como pueda.",please manage as many details as you can.,None
METALW-005263-0006,No entiendo lo que estás diciendo.,I don't understand what you're saying.,None
METALW-005263-0007,esperar,wait,None
METALW-005263-0008,"Ok, esperaré.","Okay, I'll wait.",None
METALW-005263-0009,¿Puedes acceder a mis contactos?,Can you access my contacts?,None
METALW-005263-0010,"Sí, ¿qué necesitas?","Yes, what do you need?",None
METALW-005264-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005264-0001,"Necesito ayuda con mis contactos, por favor","I need help with my contacts, please",None
METALW-005264-0002,Puedo ayudarte con eso. ¿Qué te gustaría que hiciera?,I can help you with that. What would you like me to do?,None
METALW-005264-0003,Necesito añadir un nuevo contacto para Marge Simpson,I need to add a new contact for Marge Simpson,None
METALW-005264-0004,"Tienes un Marge Simpson en tus contactos, ¿es esta la misma persona?","You have a Marge Simpson in your contacts, is this the same person?",None
METALW-005264-0005,¿Ya la tengo listada? ¿No creí que lo hiciera? ¿Puedes verificar el número de teléfono con ella?,Have I got it ready yet? Didn't I think I would? Can you verify the phone number with her?,None
METALW-005264-0006,El número que tiene es 867-5309,The number you have is 867-5309,None
METALW-005264-0007,"Bien, es ella. ¿Puede agregar una dirección de correo electrónico. No creo que tuviera uno en la lista para ella","Well, it's her. Can you add an email address. I don't think she had one on the list for her.",None
METALW-005264-0008,Puedo hacer eso. ¿Cuál es el correo electrónico de Marge?,I can do that. What is Marge's email address?,None
METALW-005264-0009,es Marge@fake.com,it'Marge@fake.com,None
METALW-005264-0010,"El contacto se ha actualizado, tener un gran día","The contact has been updated, having a great day",None
METALW-005264-0011,¡Gracias por su ayuda!,Thank you for your help!,None
METALW-005265-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005265-0001,Me gustaría añadir un contacto,I'd like to add a contact,None
METALW-005265-0002,¿Cuál es el nombre del contacto?,What is the contact's name?,None
METALW-005265-0003,Dave,Dave,None
METALW-005265-0004,¿Cuál es su apellido?,What's his last name?,None
METALW-005265-0005,Davidson,Davidson,None
METALW-005265-0006,Ya hay un Dave Davidson en la base de datos de contactos,There's already a Dave Davidson in the contact database,None
METALW-005265-0007,Su número es 555-1234,Its number is 555-1234,None
METALW-005265-0008,¿Desea agregar eso como un segundo número de teléfono?,Do you want to add that as a second phone number?,None
METALW-005265-0009,Sí Dave segundo número de teléfono y su correo electrónico Dave@gmail.com,Yes Dave second phone number and his email Dave@gmail.com,None
METALW-005265-0010,Quieres añadir 555-1234 y Dave@gmail.com a Dave Davidson. ¿Es esto correcto?,You want to add 555-1234 Dave@gmail.com to Dave Davidson. Is this correct?,None
METALW-005265-0011,"Sí, eso es correcto","Yes, that's right.",None
METALW-005265-0012,Está bien que se haya hecho,It's okay that it's been done,None
METALW-005265-0013,gracias,Thank you,None
METALW-005266-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005266-0001,Necesito ayuda con mis contactos,I need help with my contacts,None
METALW-005266-0002,"Claro, puedo ayudarte con eso","Sure, I can help you with that.",None
METALW-005266-0003,¿Puedes cambiar el nombre de David por dodo,Can you change David's name to dodo,None
METALW-005266-0004,He cambiado tu contacto con David para dodo,I've changed your contact with David to dodo,None
METALW-005266-0005,Lo llamo dodo como el pájaro,I call it dodo like the bird,None
METALW-005266-0006,¿Algo más cambiarías?,Would anything else change?,None
METALW-005266-0007,No,No,None
METALW-005266-0008,le gustaría * Bien,you'd like it * Well,None
METALW-005266-0009,¡gracias!,Thank you!,None
METALW-005266-0010,De nada,You are welcome,None
METALW-005267-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005267-0001,Ayúdame con mi casa,Help me with my house,None
METALW-005267-0002,Seguro que en casa cómo puedo ayudar,I'm sure at home how I can help,None
METALW-005267-0003,amablemente comprobar si las puertas están cerradas con llave?,kindly check if the doors are locked?,None
METALW-005267-0004,qué puerta pls,what pls door,None
METALW-005267-0005,Puerta,door,None
METALW-005267-0006,Estoy mostrando las puertas delanteras cerradas,I'm showing the front doors closed,None
METALW-005267-0007,¿Qué tal en la parte de atrás?,How's it going in the back?,None
METALW-005267-0008,También bloqueado,Also blocked,None
METALW-005267-0009,Muy bien gracias,"Very good, thank you",None
METALW-005267-0010,Eres bienvenido,You're welcome,None
METALW-005268-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005268-0001,¿Puedes encender algo de música?,Can you turn on some music?,None
METALW-005268-0002,¿Qué música quieres tocar?,What music do you want to play?,None
METALW-005268-0003,Elmo consiguió los movimientos,Elmo got the moves,None
METALW-005268-0004,Okay Playing Elmo tiene movimientos en Spotify,Okay Playing Elmo has moves on Spotify,None
METALW-005268-0005,"A continuación, jugar creyente",Then play believer,None
METALW-005268-0006,Bien Creyente se añade a que,Well Believer adds to that,None
METALW-005268-0007,"A continuación, toca The Barney Song",Then play The Barney Song,None
METALW-005268-0008,Bien,Not bad,None
METALW-005268-0009,Gracias Cortana,Thank you Cortana,None
METALW-005268-0010,De nada,You are welcome,None
METALW-005269-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005269-0001,"¿Puedes comprobar un ajuste para mí, por favor?","Can you check a setting for me, please?",None
METALW-005269-0002,seguro. ¿Qué ajustes le gustaría comprobar?,sure. What settings would you like to check?,None
METALW-005269-0003,¿Puedes decirme a qué está a punto la temperatura actual de la casa?,Can you tell me what the current temperature of the house is about to be?,None
METALW-005269-0004,La temperatura actual de la casa es de 69 grados,The current temperature of the house is 69 degrees,None
METALW-005269-0005,"Vale, gracias. ¿Puedes cambiarlo a 72 grados.",Ok thank you. Can you change it to 72 degrees.,None
METALW-005269-0006,¡Claro! Elevar la temperatura de la casa a 72 grados. ¿Algo más?,Of course! Raise the house temperature to 72 degrees. Anything else?,None
METALW-005269-0007,"No, eso es todo lo que necesito.","No, that's all I need.",None
METALW-005269-0008,Bien. Disfruta de tu noche.,Not bad. Enjoy your night.,None
METALW-005269-0009,¡Tú también bot!,You too bot!,None
METALW-005269-0010,Claro.,Of course.,None
METALW-005270-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005270-0001,hola. ¿Puedes ayudarme a cambiar la temperatura?,Hello. Can you help me change the temperature?,None
METALW-005270-0002,"Seguro que he accedido a tu configuración de temperatura, ¿qué te gustaría que hiciera?","I'm sure I've accessed your temperature settings, what would you like me to do?",None
METALW-005270-0003,"Por favor, haz la habitación más caliente para mí.",Please make the room warmer for me.,None
METALW-005270-0004,"La temperatura actual es de 74 grados, ¿todavía quieres que suba la temperatura?","The current temperature is 74 degrees, do you still want the temperature to rise?",None
METALW-005270-0005,Sí. Añade más 6 grados.,Yes. Add more 6 degrees.,None
METALW-005270-0006,¿En qué habitación le gustaría que se produjera este cambio?,In which room would you like this change to occur?,None
METALW-005270-0007,Tal vez puedas preparar esto para toda la casa.,Maybe you can prepare this for the whole house.,None
METALW-005270-0008,"Bien, tu temperatura de la casa es ahora de 80 grados.","Well, your house temperature is now 80 degrees.",None
METALW-005270-0009,Bien. gracias.,Not bad. Thank you.,None
METALW-005270-0010,¡De nada!,You are welcome!,None
METALW-005271-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005271-0001,Quiero encender algo de música.,I want to turn on some music.,None
METALW-005271-0002,"Claro, ¿dónde te gustaría que tocara esta música?","Sure, where would you like me to play this music?",None
METALW-005271-0003,Quiero tocar algo de Metallica en la sala de estar al 50%.,I want to play some Metallica in the living room at 50%.,None
METALW-005271-0004,"Bien, Metallica está jugando actualmente al 50% en la sala de estar.","Well, Metallica is currently playing 50% in the living room.",None
METALW-005271-0005,También me gustaría jugar un poco de ántrax en la guaria al 20%.,I'd also like to play some anthrax in the 20% lair.,None
METALW-005271-0006,El ántrax se ha iniciado al 20% en la guarción.,Anthrax has started at 20% in the guar.,None
METALW-005271-0007,"Hey, vamos a poner un poco de Rage Against the Machine en la cocina en 70%.","Hey, let's put some Rage Against the Machine in the kitchen at 70%.",None
METALW-005271-0008,¡Eso es jugar ahora en la cocina!,That's playing in the kitchen now!,None
METALW-005271-0009,perfecto. Gracias por la ayuda.,perfect. Thanks for the help.,None
METALW-005271-0010,¡No hay problema!,No problem!,None
METALW-005272-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005272-0001,Necesito ayuda con la configuración del hogar,I need help setting up the home,None
METALW-005272-0002,Yeah vamos a hacer la configuración del hogar,Yeah let's do the home setup,None
METALW-005272-0003,¿Serías capaz de poner música en la sala de estar?,Would you be able to play music in the living room?,None
METALW-005272-0004,Puedo. ¿Qué tipo de música te gusta?,I can. What kind of music do you like?,None
METALW-005272-0005,¿Puedes poner mi lista de reproducción fría?,Can you put my playlist cold?,None
METALW-005272-0006,poner en lista de reproducción de frío ahora,put on cold playlist now,None
METALW-005272-0007,"Eso es un poco fuerte, sin embargo, se puede rechazar sólo un poco","That's a little strong, however, you can just reject it a little bit",None
METALW-005272-0008,reduciré el volumen en 2 barras,I'll reduce the volume by 2 bars,None
METALW-005272-0009,"Perfecto, gracias","Perfect, thank you",None
METALW-005272-0010,No hay problema,No problem,None
METALW-005273-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005273-0001,Hace un poco de frío en la casa. Deberíamos ajustar la temperatura.,It's a little cold in the house. We should adjust the temperature.,None
METALW-005273-0002,Puedo ayudarte a ajustar la temperatura.,I can help you adjust the temperature.,None
METALW-005273-0003,¿Cuál es la temperatura de la sala de estar?,What is the temperature of the living room?,None
METALW-005273-0004,La sala de estar está situada a 58 grados.,The living room is located 58 degrees away.,None
METALW-005273-0005,"Sube esos otros 10 grados, por favor.","Raise those other 10 degrees, please.",None
METALW-005273-0006,"Por favor, confirme, le gustaría cambiar la temperatura de la sala de estar a 68 grados. ¿Es esto correcto?","Please confirm, you would like to change the living room temperature to 68 degrees. Is this correct?",None
METALW-005273-0007,Esa información es correcta.,That information is correct.,None
METALW-005273-0008,He cambiado la temperatura de la sala de estar a 68 grados según lo solicitado. ¿Hay algo más?,I changed the temperature of the living room to 68 degrees as requested. Is there anything else?,None
METALW-005273-0009,gracias.,Thank you.,None
METALW-005273-0010,¡De nada!,You are welcome!,None
METALW-005274-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005274-0001,¿Puedes arreglar las luces?,Can you fix the lights?,None
METALW-005274-0002,seguro,sure,None
METALW-005274-0003,Están locos brillantes,They're crazy bright.,None
METALW-005274-0004,¿Qué habitación?,What room?,None
METALW-005274-0005,La sala de teatro,The theater room,None
METALW-005274-0006,¿Quieres luces atenuadas?,You want dimmed lights?,None
METALW-005274-0007,"Sí, por favor","Yes, please",None
METALW-005274-0008,"Está bien, entonces.","All right, then.",None
METALW-005274-0009,Eso es mucho mejor. ¡gracias!,That's much better. Thank you!,None
METALW-005274-0010,No hay problema,No problem,None
METALW-005275-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005275-0001,"Hola, tengo una pregunta.","Hi, I have a question.",None
METALW-005275-0002,¿Cuál es tu pregunta?,What's your question?,None
METALW-005275-0003,¿Puedes comprobar si mi luz de porche trasero está encendida?,Can you check if my back porch light is on?,None
METALW-005275-0004,Veo que tu luz de porche trasero está apagada,I see your back porch light is off.,None
METALW-005275-0005,¿Puedes encenderlo?,Can you turn it on?,None
METALW-005275-0006,encender la luz del porche,turn on the porch light,None
METALW-005275-0007,Muchas gracias.,Thanks a lot.,None
METALW-005275-0008,cualquier otra cosa que pueda hacer por ti?,anything else I can do for you?,None
METALW-005275-0009,"No, eso es todo, gracias.","No, that's all, thank you.",None
METALW-005275-0010,ok adiós ahora,ok goodbye now,None
METALW-005276-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-005276-0001,ayúdame con la temperatura,help me with the temperature,None
METALW-005276-0002,Puedo ayudar con la configuración del hogar. ¿Qué puedo hacer con la temperatura para ti hoy?,I can help with the configuration of the home. What can I do with the temperature for you today?,None
METALW-005276-0003,"Estoy caliente, pon el termostato a 70 por favor","I'm hot, put the thermostat at 70 please",None
METALW-005276-0004,¿Quieres que toda la casa esté a 70 grados o una habitación específica?,Do you want the whole house to be at 70 degrees or a specific room?,None
METALW-005276-0005,toda la casa por favor,the whole house please,None
