UID,SEG,translation,profanity
METALW-036832-0010,Creo que si resuelves el pago con tu jefe entonces tómalo.,I think if you solve the payment with your boss then take it.,None
METALW-036832-0011,¡Gracias por el consejo!,Thanks for the advice!,None
METALW-036833-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036833-0001,No puedo tomar una decisión. ¿Crees que puedes ayudarme?,I can't make a decision. You think you can help me?,None
METALW-036833-0002,¿Cuál es la decisión que tienes que tomar?,What's the decision you have to make?,None
METALW-036833-0003,"Me estoy muriendo de hambre, pero no puedo decidir a qué tipo de restaurante quiero ir. Hace mucho que no tengo japonés, pero también me encanta la buena comida italiana.","I'm starving, but I can't decide what kind of restaurant I want to go to. I haven't had Japanese in a long time, but I also love good Italian food.",None
METALW-036833-0004,Consigue comida japonesa.,Get Japanese food.,None
METALW-036833-0005,¿Crees que es la mejor opción? El restaurante japonés más cercano está a 12 km.,You think that's the best option? The nearest Japanese restaurant is 12 km away.,None
METALW-036833-0006,Puede pedir la entrega.,You can order delivery.,None
METALW-036833-0007,Ese es un buen punto. Tal vez lo haga. Entonces no tengo que limpiarme ni nada.,That's a good point. Maybe I will. Then I don't have to clean up or anything.,None
METALW-036833-0008,"Te sentirás más cómodo, ya que no necesitas salir a buscar la comida.","You'll feel more comfortable, as you don't need to go out looking for food.",None
METALW-036833-0009,Gran sugerencia. ¡Debería preguntarte más a menudo!,Great suggestion. I should ask you more often!,None
METALW-036833-0010,¿Necesitas ayuda con otra cosa?,Do you need help with something else?,None
METALW-036834-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036834-0001,Estoy teniendo una cena para mi jefe y quiero elegir un buen restaurante,I'm having dinner for my boss and I want to pick a good restaurant,None
METALW-036834-0002,Estaré encantado de ayudar.,I'll be happy to help.,None
METALW-036834-0003,Para una buena cena de lujo recomendaría japonés o italiano?,For a good luxury dinner would you recommend Japanese or Italian?,None
METALW-036834-0004,Los japoneses suelen ser más sofisticados y exclusivos.,The Japanese tend to be more sophisticated and exclusive.,None
METALW-036834-0005,¿Qué sería bueno pedir?,What would be nice to ask?,None
METALW-036834-0006,Yo sugeriría preguntar el consejo del camarero sobre lo que es más fresco.,I would suggest asking the waiter's advice about what's cooler.,None
METALW-036834-0007,"¡Oh, de acuerdo, gracias!","Oh, all right, thank you!",None
METALW-036834-0008,¿Puedo ayudar con algo más hoy?,Can I help with anything else today?,None
METALW-036834-0009,no,No,None
METALW-036834-0010,Que tengas un buen día entonces.,Have a nice day then.,None
METALW-036835-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036835-0001,"Hola bot, necesito un consejo.","Hi bot, I need some advice.",None
METALW-036835-0002,¿Qué clase de consejo?,What kind of advice?,None
METALW-036835-0003,Consejos de vida. ¿Debo asistir a la fiesta o no asistir a la fiesta?,Life tips. Should I attend the party or not attend the party?,None
METALW-036835-0004,¿Conoces a alguien allí?,Do you know anyone there?,None
METALW-036835-0005,"Sí, la mayoría de mis amigos.","Yes, most of my friends.",None
METALW-036835-0006,¿Sientes que necesitas salir más?,Do you feel like you need to go out more?,None
METALW-036835-0007,Sí.,Yes.,None
METALW-036835-0008,¡Entonces yo digo que lo hagas!,Then I say do it!,None
METALW-036835-0009,"¡Bien, me iré! Gracias bot.","All right, I'll go! Thanks bot.",None
METALW-036835-0010,Eres muy bienvenido,You're very welcome.,None
METALW-036836-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036836-0001,italiano o japonés,Italian or Japanese,None
METALW-036836-0002,Japonés,Japanese,None
METALW-036836-0003,Dónde,where,None
METALW-036836-0004,más opciones que desea?,more options you want?,None
METALW-036836-0005,¿a qué restaurante debo ir a,which restaurant should I go to,None
METALW-036836-0006,¿Un buffet o un buen servicio de comida?,A buffet or good food service?,None
METALW-036836-0007,bufet,buffet,None
METALW-036836-0008,¿Qué ubicación quieres?,What location do you want?,None
METALW-036836-0009,cloesest,cloesest,None
METALW-036836-0010,¿En qué ubicación estás ahora?,Where are you now?,None
METALW-036837-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036837-0001,¿Puedes ayudarme a decidir?,Can you help me decide?,None
METALW-036837-0002,Es lo que hago.,That's what I do.,None
METALW-036837-0003,gracias. No estoy seguro de si debería ir a la fiesta.,Thank you. I'm not sure if I should go to the party.,None
METALW-036837-0004,¿Qué clase de fiesta es?,What kind of party is it?,None
METALW-036837-0005,Fiesta en la playa.,Beach party.,None
METALW-036837-0006,¿Algún ex va a estar ahí?,Any exes going to be there?,None
METALW-036837-0007,"Sí. Se va, supongo.","Yes. He's leaving, I guess.",None
METALW-036837-0008,Definitivamente ve y muestra ese bod de gimnasio en el que has estado trabajando.,Definitely go and show that gym bod you've been working on.,None
METALW-036837-0009,Bien. Es una buena idea.,Not bad. That's a good idea.,None
METALW-036837-0010,¡Me alegro de poder ayudar!,I'm glad I can help!,None
METALW-036838-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036838-0001,¿Debería ir a la fiesta?,Should I go to the party?,None
METALW-036838-0002,"Si no vas, ¿qué harás?","If you don't go, what are you going to do?",None
METALW-036838-0003,Te regañaría.,I'd scold you.,None
METALW-036838-0004,"Jaja, por favor, ve a la fiesta. La fiesta será divertida","Haha, please go to the party. The party will be fun",None
METALW-036838-0005,¿Estás seguro? Es una fiesta temática de plátanos. No sé si puedo manejar eso.,Are you sure? It's a banana-themed party. I don't know if I can handle that.,None
METALW-036838-0006,"Suena interesante, y te garantizo que será divertido.","Sounds interesting, and I guarantee it'll be fun.",None
METALW-036838-0007,¿Vendrás conmigo?,Will you come with me?,None
METALW-036838-0008,"Sí, cárgueme en un dispositivo y estaré allí.","Yes, charge me on a device and I'll be there.",None
METALW-036838-0009,Gracias bot de decisión por hacer mi elección tan fácil!,Thank you decision bot for making my choice so easy!,None
METALW-036838-0010,De nada. ¡Espero que te diviertas!,You are welcome. I hope you have fun!,None
METALW-036839-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036839-0001,"Estoy confundido, bot","I'm confused, bot",None
METALW-036839-0002,Siento oír eso. ¿Con qué puedo ayudarte?,I'm sorry to hear that. What can I do for you?,None
METALW-036839-0003,"Me ascendieron, pero mi sueldo sigue siendo el mismo. Necesito un consejo, ¿si es que voy a aceptar la oferta?","I got promoted, but my salary is still the same. I need some advice, if I'm going to accept the offer?",None
METALW-036839-0004,Las promociones generalmente incluyen un merecido aumento de sueldo.,Promotions usually include a well-deserved pay raise.,None
METALW-036839-0005,"por favor, responda lo antes posible en mi mensaje estoy a toda prisa bien no aceptaré la oferta? ¿por qué tardas en responder a mi chat? eres un bot tan lento.",please respond as soon as possible in my message I am in a hurry well will not accept the offer? What's taking you so long to respond to my chat? you're such a slow bot.,None
METALW-036839-0006,"No puedo decirte qué hacer, pero si no hay un incentivo para el ascenso, entonces es sólo un título sin sentido","I can't tell you what to do, but if there's no incentive for promotion, then it's just a meaningless title",None
METALW-036839-0007,De acuerdo,I agree,None
METALW-036839-0008,Tal vez puedas actualizar tu currículum y trabajar en las habilidades de las personas,Maybe you can update your resume and work on people's skills,None
METALW-036839-0009,ok gracias de todos modos,ok thanks anyway,None
METALW-036839-0010,De nada,You are welcome,None
METALW-036840-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036840-0001,Me acaban de ofrecer un ascenso hoy sin un aumento de sueldo. ¿Debería tomarlo?,I just got a promotion today without a pay raise. Should I take it?,None
METALW-036840-0002,¿Cuánta más responsabilidad tendrá con esta promoción?,How much more responsibility will you have for this promotion?,None
METALW-036840-0003,Tendré que supervisar un segundo departamento en mi trabajo. Requerirá sábados obligatorios y más trabajo.,I'll have to oversee a second department in my work. It will require mandatory Saturdays and more work.,None
METALW-036840-0004,"Si el nuevo trabajo requiere más responsabilidad, sería razonable aceptar un aumento en la compensación proporcional a que","If the new job requires more responsibility, it would be reasonable to accept an increase in compensation com than",None
METALW-036840-0005,De acuerdo. Creo que lo rechazaré. El título sólo cambiaría de supervisor del Departamento sur a supervisor de South y McClintock,I agree. I think I'll turn it down. The title would only change from South Department supervisor to South and McClintock supervisor,None
METALW-036840-0006,Creo que sería una decisión sabia a menos que convenzas a tu jefe para un aumento también,I think it would be a wise decision unless you convince your boss for a raise as well.,None
METALW-036840-0007,Nunca iría por eso. Trabajamos en la oficina de correos,I would never go for that. We work at the post office,None
METALW-036840-0008,"Ya veo. Bueno, ¿hay algo con lo que pueda ayudar hoy?","I see. Well, is there anything I can help with today?",None
METALW-036840-0009,no. Gracias por la ayuda,No. Thanks for the help,None
METALW-036840-0010,No hay problema,No problem,None
METALW-036841-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036841-0001,Necesito un consejo profesional,I need professional advice,None
METALW-036841-0002,¿Puede por favor elaborar ?,Can you please elaborate ?,None
METALW-036841-0003,"Me ofrecen un ascenso, pero no aumentarán mi salario. ¿Debo tomar el ascenso?","They offer me a promotion, but they won't raise my salary. Should I take the promotion?",None
METALW-036841-0004,¿Es más fácil la carga de trabajo?,Is workload easier?,None
METALW-036841-0005,"No, es mucha más responsabilidad. Soy programador, así que escribo código y seguiré haciendo lo mismo, pero tendré que asegurarme de que otras 8 personas también estén haciendo su trabajo.","No, it's much more responsibility. I'm a programmer, so I write code and I'll keep doing the same thing, but I'm going to have to make sure 8 other people are doing their job, too.",None
METALW-036841-0006,Eso no suena como un buen negocio ¿Hay algún positivo para la promoción,That doesn't sound like a good deal Is there any positive for promotion,None
METALW-036841-0007,Se verá bien en un currículum supongo,It'll look good on a resume I guess,None
METALW-036841-0008,"Si no te sientes cómodo tomándolo, entonces no deberías tomarlo buena suerte","If you don't feel comfortable taking it, then you shouldn't take good luck",None
METALW-036841-0009,"Bien, creo que lo rechazaré o al menos diré que sólo lo haré con un aumento de sueldo","Well, I think I'll turn it down or at least say I'll just do it with a pay raise.",None
METALW-036841-0010,Que tengas un gran día,Have a great day,None
METALW-036842-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036842-0001,Necesito ayuda para tomar una decisión.,I need help making a decision.,None
METALW-036842-0002,Puedo ayudar. ¿Qué necesitas ayuda para decidir?,I can help. What do you need help deciding?,None
METALW-036842-0003,¿Debo ir a un restaurante italiano o a un restaurante japonés?,Should I go to an Italian restaurant or a Japanese restaurant?,None
METALW-036842-0004,¿El precio es un factor?,Is price a factor?,None
METALW-036842-0005,"No, Price no es un faactor.","No, Price's not a faactor.",None
METALW-036842-0006,Vamos con el restaurante japonés,Let's go to the Japanese restaurant,None
METALW-036842-0007,"Bueno, gracias por ayudarme a decidir.","Well, thanks for helping me decide.",None
METALW-036842-0008,¿Necesitas ayuda para algo más?,Need help with anything else?,None
METALW-036842-0009,¿Debo beber agua o rootbeer?,Should I drink water or rootbeer?,None
METALW-036842-0010,El agua es la manera inteligente y saludable de ir,Water is the smart and healthy way to go,None
METALW-036842-0011,¡Gracias!,Thank you!,None
METALW-036843-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036843-0001,Quería saber si debía ir a una fiesta determinada?,Did you want to know if I should go to a certain party?,None
METALW-036843-0002,¿Puedes contarme más sobre la fiesta?,Can you tell me more about the party?,None
METALW-036843-0003,Es y SM Party con la señora Alilsion Mack como anfitriona. También Estará Cthulhu,It is and SM Party with Mrs. Alilsion Mack as hostess. There will also be Cthulhu,None
METALW-036843-0004,¿Te metes en ese tipo de estilo de vida?,Are you getting into that kind of lifestyle?,None
METALW-036843-0005,"No, pero soy fan de Smalllville","No, but I'm a smalllville fan.",None
METALW-036843-0006,Probablemente deberías quedarte en casa y atracones ver Smallville con un amigo,You should probably stay home and binge-watch Smallville with a friend,None
METALW-036843-0007,Bien. Gracias por el consejo,Not bad. Thanks for the advice,None
METALW-036843-0008,No hay problema,No problem,None
METALW-036843-0009,Tener un buen día de decisión bot,Have a good day of bot decision,None
METALW-036843-0010,Tú también,You too,None
METALW-036844-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036844-0001,Necesito ayuda con una decisión,I need help with a decision.,None
METALW-036844-0002,ciertamente. ¿Puedes darme un poco más de información para que pueda darte una buena decisión?,certainly. Can you give me a little more information so I can give you a good decision?,None
METALW-036844-0003,Soy un introvertido y me acaban de invitar a una fiesta. Lo que pasa es que esta fiesta es mi mejor amiga. ¿Debería irme?,"I'm an introvert and I just got invited to a party. The thing is, this party is my best friend. Should I go?",None
METALW-036844-0004,Así que no está relacionado con el trabajo. Esto ayuda. ¿Hasta cuándo es la fiesta?,So it's not work-related. This helps. How long is the party?,None
METALW-036844-0005,No hay tiempo de finalización. Termina cada vez que termina,There is no end time. It ends every time it ends,None
METALW-036844-0006,¿Habrá bebidas alcohólicas en esta fiesta? ¿Te gusta beber?,Will there be alcoholic beverages at this party? Do you like to drink?,None
METALW-036844-0007,"Sí, habrá alcohol, pero no bebo","Yes, there will be alcohol, but I don't drink",None
METALW-036844-0008,"hmm... En ese caso, sólo iría si sintieras que decepciona rías a tu mejor amigo al no aparecer.","hmm... In that case, I'd only go if you felt like you'd disappoint your best friend by not showing up.",None
METALW-036844-0009,"Ok, lo tomaré en cuenta. ¡gracias!","Okay, I'll take that into account. Thank you!",None
METALW-036844-0010,En cualquier momento. ¿Necesitas que te ayude con otras decisiones?,Any minute now. Need me to help you with other decisions?,None
METALW-036845-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036845-0001,"Me invitaron a una fiesta, pero no sé si debería ir","I was invited to a party, but I don't know if I should go",None
METALW-036845-0002,¿Qué clase de fiesta es?,What kind of party is it?,None
METALW-036845-0003,Es una fiesta de disfraces,It's a costume party.,None
METALW-036845-0004,¿Te gusta poner una costumbre? *traje,Do you like to put a custom in place? *suit,None
METALW-036845-0005,"No me importa, simplemente no me gusta estar cerca de la gente tanto","I don't care, I just don't like being around people so much",None
METALW-036845-0006,Entonces probablemente no deberías irte.,Then you probably shouldn't leave.,None
METALW-036845-0007,"Ok, no me meteré con él.","Okay, I'm not messing with him.",None
METALW-036845-0008,"Ok, ¿puedo ayudar con otra cosa?","Okay, can I help with something else?",None
METALW-036845-0009,"eso es todo, gracias","that's it, thank you",None
METALW-036845-0010,¡bienvenido!,welcome!,None
METALW-036846-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036846-0001,"hola, ¿puedes por favor ayudarme a decidir","Hello, can you please help me decide",None
METALW-036846-0002,Puedo ayudar con eso,I can help with that.,None
METALW-036846-0003,¿Debo ir a la fiesta o no?,Should I go to the party or not?,None
METALW-036846-0004,¿Te gustan las fiestas y la gente en general?,Do you like parties and people in general?,None
METALW-036846-0005,"honestamente, eso depende de con quién voy con","honestly, that depends on who I'm going with",None
METALW-036846-0006,"Si estás utilizando un ordenador portátil o una tablet, intenta moverte a otra ubicación e inténtalo de nuevo.","If you're looking for somewhere else to stay, you'll find it's a great place to stay.",None
METALW-036846-0007,"en realidad, mis amigas también estarán allí, ¿y si todas se conocen?","actually, my friends will be there too, what if they all know each other?",None
METALW-036846-0008,"Esa es una situación espinosa, te disuadiría de ponerte en tal situación.","That's a thorny situation, I'd dissuade you from putting yourself in such a situation.",None
METALW-036846-0009,"Muy bien, gracias por su consejo","All right, thanks for your advice",None
METALW-036846-0010,¡Buena suerte con las damas!,Good luck with the ladies!,None
METALW-036847-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036847-0001,necesito ayuda para tomar una decisión en el trabajo,I need help making a decision at work,None
METALW-036847-0002,"Claro, ¿cómo puedo ayudar","Sure, how can I help",None
METALW-036847-0003,"me ofrecieron una promoción, pero no estoy seguro de si debería tomarlo","I was offered a promotion, but I'm not sure if I should take it",None
METALW-036847-0004,Esto suena bien. ¿Por qué te preocupa?,This sounds good. Why are you worried?,None
METALW-036847-0005,"viene con un nuevo título que es bueno, pero no viene con un aumento de sueldo","comes with a new title that's good, but doesn't come with a pay raise",None
METALW-036847-0006,Tome una decisión basada en lo que necesita. ¿Es usted financieramente estable,Make a decision based on what you need. Are you financially stable,None
METALW-036847-0007,"Sí, lo soy por ahora, ¿pero crees que vale la pena?","Yes, I am for now, but do you think it's worth it?",None
METALW-036847-0008,"Bueno, el título es agradable","Well, the title is nice",None
METALW-036847-0009,se verá bien en mi currículum,will look good on my resume,None
METALW-036847-0010,Para el empleo futuro. De acuerdo,For future employment. I agree,None
METALW-036847-0011,"Supongo que lo tomaré entonces, gracias por el consejo!","I guess I'll take it then, thanks for the advice!",None
METALW-036847-0012,No hay problema,No problem,None
METALW-036848-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036848-0001,Tengo una pregunta sobre mi carrera tal vez podrías ayudarme,I have a question about my career maybe you could help me,None
METALW-036848-0002,Puedo intentarlo. ¿Puedes dar más detalles?,I can try. Can you give more details?,None
METALW-036848-0003,"Me ofrecen un ascenso, pero mi sueldo seguirá igual. ¿Debo tomar el ascenso?","They offer me a promotion, but my salary will remain the same. Should I take the promotion?",None
METALW-036848-0004,hmm. ¿A qué posición están considerando promocionarte?,hmm. What position are they considering promoting you to?,None
METALW-036848-0005,Voy a ser el supervisor de envíos. Así que estaré a cargo del muelle de carga. El problema es que ahora soy responsable del trabajo que hacen estos otros chicos y si no hacen su trabajo me mete en problemas. Mientras que ahora mismo si sólo hago mi trabajo en la habitación de atrás y hago un buen trabajo eso es todo lo que tengo que preocuparme,"I'm going to be the shipping supervisor. So I'll be in charge of the loading dock. The problem is, I'm responsible now for the work these other kids do, and if they don't do their job, it gets me in trouble. Wherea's right now if I just do my job in the back room and do a good job that's all I have to worry about",None
METALW-036848-0006,"Es una situación difícil. Sin embargo, aceptaría simplemente porque si no lo haces tus superiores pensarán que careces de unidad y pueden terminar dejándote ir eventualmente.","It's a difficult situation. However, I would accept simply because if you don't, your superiors will think you lack unity and may end up letting you go eventually.",None
METALW-036848-0007,"Sí, sólo me preocupa que estos tipos no me escuchen y todo será un gran dolor de cabeza","yes, I'm just worried these guys won't listen to me, and it's going to be a big headache.",None
METALW-036848-0008,"Bueno, depende de ti, pero creo que deberías tomarlo.","Well, it's up to you, but I think you should take it.",None
METALW-036848-0009,Supongo que iré a por ello. Espero que estos tipos no se desanden demasiado,I guess I'll go get it. I hope these guys don't get too unansansed.,None
METALW-036848-0010,Yo también lo espero. Buena suerte.,"I hope so, too. Good luck.",None
METALW-036849-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036849-0001,¿Puedes ayudarme a tomar una decisión?,Can you help me make a decision?,None
METALW-036849-0002,Sírvase profundizar en esta situación,Please deepen this situation,None
METALW-036849-0003,"Bueno, me ofrecieron un ascenso, pero no hay aumento. ¿Debería aceptarlo?","Well, I was offered a promotion, but there's no increase. Should I accept that?",None
METALW-036849-0004,¿La carga de trabajo también aumenta,Does the workload also increase,None
METALW-036849-0005,"Sí, la carga de trabajo aumenta a medida que hay mucha más responsabilidad involucrada en el puesto.","Yes, the workload increases as there is much more responsibility involved in the position.",None
METALW-036849-0006,Así que usted va a estar recibiendo experiencia laboral que de otra manera no estaría recibiendo,So you're going to be getting work experience that otherwise wouldn't be getting,None
METALW-036849-0007,"Esa es una manera de verlo. Realmente me vendría bien un aumento, aunque","That's one way to look at it. I could really use a raise, though",None
METALW-036849-0008,Te sugiero que tomes una promoción usas la experiencia laboral que obtienes de la promoción para encontrar un nuevo trabajo,I suggest you take a promotion using the work experience you get from the promotion to find a new job,None
METALW-036849-0009,¡Gran idea! Gracias por su ayuda,That's a great idea! Thank you for your help,None
METALW-036849-0010,"Si estás utilizando un ordenador portátil o una tablet, intenta moverte a otra ubicación e inténtalo de nuevo.","If you're looking for somewhere else to stay, you'll find it's a great place to stay.",None
METALW-036850-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036850-0001,Quiero preguntar algo,I want to ask you something.,None
METALW-036850-0002,"Claro, te ayudaré lo mejor que pueda.","Sure, I'll help you as best I can.",None
METALW-036850-0003,¿Debo aceptar la promoción si no viene con un aumento?,Should I accept the promotion if it does not come with an increase?,None
METALW-036850-0004,¿Puedes dar más detalles?,Can you give more details?,None
METALW-036850-0005,"hay un puesto de gerente esperándome, pero mi salario sigue siendo el mismo","there's a manager's position waiting for me, but my salary is still the same",None
METALW-036850-0006,"Usted debe pedir un aumento del 5%, y si se le niega a dejar el trabajo.","You should ask for a 5% increase, and if you are denied to leave work.",None
METALW-036850-0007,de acuerdo gracias,"all right, thank you",None
METALW-036850-0008,"Por supuesto, ¿puedo ayudarte con algo más?","Of course, can I help you with something else?",None
METALW-036850-0009,nada a partir de ahora gracias,nothing from now on thank you,None
METALW-036850-0010,"Muy bien, que tengas un buen día.","All right, have a nice day.",None
METALW-036851-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036851-0001,Necesito un consejo de comida.,I need some food advice.,None
METALW-036851-0002,Adelante,Go ahead,None
METALW-036851-0003,¿Debo ir a un restaurante italiano del restaurante japonés?,Should I go to an Italian restaurant in the Japanese restaurant?,None
METALW-036851-0004,Japonés,Japanese,None
METALW-036851-0005,"Sé que me gusta el italiano, pero nunca he tenido japonés","I know I like Italian, but I've never had Japanese",None
METALW-036851-0006,puedes intentarlo esta vez,you can try it this time,None
METALW-036851-0007,¿Y si no me gusta?,What if I don't like it?,None
METALW-036851-0008,no pidas las próximas veces,don't ask for the next few times,None
METALW-036851-0009,Supongo que eso es justo.,I guess that's fair enough.,None
METALW-036851-0010,contento de ayudar,happy to help,None
METALW-036852-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036852-0001,Tengo una pregunta sobre mi carrera tal vez conseguir algunos consejos,I have a question about my career maybe get some advice,None
METALW-036852-0002,Seguro que qué puedo hacer por ti,I'm sure what I can do for you.,None
METALW-036852-0003,"Están ofreciendo un ascenso, pero no me darán un aumento. ¿Debo tomar el ascenso?","They're offering a promotion, but they won't give me a raise. Should I take the promotion?",None
METALW-036852-0004,Cuéntame un poco sobre lo que haces,Tell me a little bit about what you're doing,None
METALW-036852-0005,Trabajo en un almacén en el muelle de carga. Me harán supervisor de envíos,I work in a warehouse on the loading dock. They'll make me a shipping supervisor.,None
METALW-036852-0006,Si te están dando una promoción piensan que eres un buen trabajo y demostraron que eres lealtad y ética de trabajo ¿Tendrás que poner más tiempo?,"If you're being given a promotion, they think you're a good job and they showed you're loyalty and work ethic, will you have to put more time?",None
METALW-036852-0007,"Bueno, la cosa es ahora mismo si sólo hago mi trabajo entonces sé que puedo hacer un buen trabajo y no meterme en problemas. Pero si tengo que estar a cargo entonces tengo que hacer mi propio trabajo y asegurarme de que estos otros tipos estén haciendo el suyo. Y algunos de estos tipos son tontos","Well, the thing is right now if I just do my job, so I know I can do a good job and not get in trouble. But if I have to be in charge then I have to do my own job and make sure these other guys are doing theirs. And some of these guys are fools.",None
METALW-036852-0008,Creo que te mereces el aumento extra en el sueldo y deberías sentarte con tu jefe y mencionar un aumento en el sueldo. Si usted está dando más responsabilidad su derecho más podría salir mal ahora por lo que se merece más,I think you deserve the extra raise in pay and you should sit down with your boss and mention a pay raise. If you're giving more responsibility your right more could go wrong now so you deserve more,None
METALW-036852-0009,"Está bien, hablaré con él al respecto. No quiero rechazar el trabajo, pero será molesto tener a este tipo no haciendo su trabajo y entonces es mi culpa","All right, I'll talk to him about it. I don't want to turn down the job, but it's going to be annoying to have this guy not doing his job and then it's my fault.",None
METALW-036852-0010,Ten confianza. Buena suerte en el trabajo.,Be confident. Good luck at work.,None
METALW-036852-0011,Bien,Not bad,None
METALW-036853-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036853-0001,Viene esta fiesta y quería saber si debía ir,This party is coming and I wanted to know if I should go,None
METALW-036853-0002,¿Te gusta el anfitrión?,Do you like the host?,None
METALW-036853-0003,"Sí, ella es una de mis mejores amigas, pero hay algunas personas que no me importan que estarán allí","Yes, she's one of my best friends, but there are some people I don't care that they'll be there.",None
METALW-036853-0004,¿A cuánta gente te gusta que vaya?,How many people do you like me to go to?,None
METALW-036853-0005,Unos 10,About 10,None
METALW-036853-0006,¡Eso suena como mucho! Deberías ir a divertirte,That sounds like a lot! You should go have fun,None
METALW-036853-0007,"Bien, te agradeceré el consejo","Well, I'll thank you for the advice.",None
METALW-036853-0008,¡bienvenido! ¿Algo más?,welcome! Anything else?,None
METALW-036853-0009,"No, gracias",No thanks,None
METALW-036853-0010,¡Bien! divertirse por ahí!,Not bad! have fun out there!,None
METALW-036854-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-036854-0001,Ayúdame a decidir.,Help me decide.,None
METALW-036854-0002,¿Sobre qué?,About what?,None
METALW-036854-0003,trabajo.,work.,None
METALW-036854-0004,¿Qué abou twork?,What abou twork?,None
METALW-036854-0005,Me han ascendido.,I've been promoted.,None
METALW-036854-0006,Genial,That's great,None
METALW-036854-0007,Pero aún no lo tomé.,But I haven't taken it yet.,None
METALW-036854-0008,¿Por qué?,Why?,None
METALW-036854-0009,Ayúdame a decidir.,Help me decide.,None
METALW-036854-0010,deberías tomar eso. es una oportunidad,you should take that. it's an opportunity,None
